idx,sentence,followup,stype,ftype,OP1,OP1_type,OP2,OP2_type,GPT-2,GPT-2 Medium,GPT-2 Large,GPT-2 XL,Llama-2 7B,Llama-2 7B Chat,Llama-2 13B,Llama-2 13B Chat,Llama-2 70B,Llama-2 70B Chat,GPT-3 davinci,GPT-3.5 td-002,GPT-3.5 td-003
78,Some gardeners grow a kind of plant,though they don't grow the same kind.,S,F2,some,QD,a/an,IND,-29.714380264282227,-30.802178859710693,-28.44152545928955,-31.904761791229248,-30.211519241333008,-39.16209697723389,-32.88419342041016,-36.1038818359375,-29.664596557617188,-33.79880237579346,-31.43816159,-29.81294196,-35.11619246
78,Some gardeners grow this kind of plant,as this kind of plant is beautiful.,Sc,F1,na_control,na_control,na_control,na_control,-26.32454299926757,-27.318477630615234,-27.80944871902465,-27.40963125228882,-25.233549118041992,-27.899453163146973,-23.051676750183105,-24.19017601013184,-20.297107696533203,-22.021839141845703,-21.72233602,-20.282067546,-33.500196616240004
78,Some gardeners grow this kind of plant,though they don't grow the same kind.,Sc,F2,na_control,na_control,na_control,na_control,-26.985552310943604,-28.682174682617188,-27.42843532562256,-27.6810040473938,-28.85302257537841,-31.603888511657715,-33.81986427307129,-36.42372512817383,-30.311327934265137,-34.57809352874756,-30.6966021,-30.60991806,-39.06178376
79,Some actors work with a few directors,as the directors are experienced.,S,F1,some,QD,a few,QD,-26.790191650390625,-28.415267944335938,-25.6333532333374,-28.710082530975345,-24.57245349884033,-30.620078086853027,-24.077194213867188,-25.77845287322998,-25.67350578308105,-26.772364616394043,-25.7854231,-23.5298769,-23.2408518
79,Some actors work with a few directors,though they don't work with the same directors.,S,F2,some,QD,a few,QD,-28.953407287597656,-28.49402618408203,-27.24359703063965,-25.784320831298828,-27.751513481140137,-31.56666851043701,-30.516372680664062,-30.399048805236816,-28.49408435821533,-31.82652473449707,-28.23176014000001,-26.55861851,-28.54406491
79,Some actors work with these directors,as the directors are experienced.,Sc,F1,na_control,na_control,na_control,na_control,-26.339157104492188,-27.7563705444336,-24.496059894561768,-24.93818950653076,-24.00467014312744,-25.93672132492065,-23.238920211791992,-24.14085865020752,-21.18533515930176,-24.10591125488281,-22.054945000000004,-19.233369000000003,-22.6173052
79,Some actors work with these directors,though they don't work with the same directors.,Sc,F2,na_control,na_control,na_control,na_control,-29.800338745117188,-27.849422454833984,-26.23467874526977,-26.44844436645508,-26.497998237609863,-30.143168449401852,-30.153063774108887,-31.62391471862793,-27.555458068847656,-32.18382835388184,-26.367164360000004,-28.2836509,-31.31819816
80,Most supermarkets exclusively sell a brand of cereal,because it's a popular brand of cereal.,S,F1,most,QD,a/an,IND,-22.9951400756836,-21.08076477050781,-21.876380443573,-19.78682327270508,-20.940730094909668,-25.13604736328125,-21.56244945526123,-24.144795417785645,-20.83539581298828,-21.754054069519043,-20.409892895999995,-23.135368038000003,-24.888966169
80,Most supermarkets exclusively sell a brand of cereal,but they don't sell the same brand of cereal.,S,F2,most,QD,a/an,IND,-25.52106475830078,-22.74786651134491,-27.4114670753479,-23.314592361450195,-24.828682899475098,-23.186915397644043,-23.03324604034424,-21.60246467590332,-24.187819480896,-21.2908935546875,-23.4093564,-21.9352184,-21.358181960000003
80,Most supermarkets exclusively sell this brand of cereal,because it's a popular brand of cereal.,Sc,F1,na_control,na_control,na_control,na_control,-19.719070434570312,-20.073749542236328,-18.72045660018921,-17.637346744537354,-19.090726852416992,-21.0225248336792,-19.12991237640381,-22.38021945953369,-19.231762886047363,-21.41808605194092,-18.762774500000003,-20.961150343,-20.93596667
80,Most supermarkets exclusively sell this brand of cereal,but they don't sell the same brand of cereal.,Sc,F2,na_control,na_control,na_control,na_control,-25.94023895263672,-24.31200170516968,-30.064658164978027,-26.88979959487915,-25.325204849243164,-22.09534072875977,-26.88169765472412,-24.085299491882324,-24.98548412322998,-25.8286247253418,-29.36882396,-26.21487172,-33.127269818
81,All dogs love a certain toy,because the toy is very entertaining.,S,F1,all,QD,a/an,IND,-25.284820556640625,-25.48251342773437,-25.171265602111816,-25.406095027923584,-23.50572872161865,-26.31069660186768,-23.324737548828125,-25.44571590423584,-24.02549839019776,-27.26241397857666,-21.4186432,-20.96289398,-27.07736395
81,All dogs love a certain toy,but they don't love the same toy.,S,F2,all,QD,a/an,IND,-22.69078063964844,-18.388511657714844,-18.85273504257202,-16.26514768600464,-18.57262134552002,-19.877273559570312,-18.881413459777832,-20.2085542678833,-18.149002075195312,-18.577956199646,-17.85268077,-17.49871222,-21.025260987
81,All dogs love this toy,because the toy is very entertaining.,Sc,F1,na_control,na_control,na_control,na_control,-25.145248413085938,-25.090734481811523,-23.938665866851807,-23.617584228515625,-24.072548866271973,-27.634705543518063,-22.12042808532715,-27.046311378479004,-23.719889640808105,-26.083529472351078,-20.199411100000003,-19.72281995,-27.545421
81,All dogs love this toy,but they don't love the same toy.,Sc,F2,na_control,na_control,na_control,na_control,-23.899673461914062,-24.70608139038086,-26.24030542373657,-24.64966011047364,-24.98988914489746,-29.063803672790527,-23.08788681030273,-31.03645420074463,-24.85330581665039,-29.998852729797363,-23.6469024,-26.80791274,-27.3402115
82,All children love a certain game,because the game is very fun.,S,F1,all,QD,a/an,IND,-19.803260803222656,-22.619213104248047,-21.42688703536988,-20.267061233520508,-16.709168434143066,-18.043737411499023,-18.938859939575195,-18.616496086120605,-15.950185775756836,-18.479881286621094,-17.770277399999998,-15.48689676,-24.030933847
82,All children love a certain game,though it's a different game in ecah case.,S,F2,all,QD,a/an,IND,-61.48786163330078,-64.60384750366211,-61.068885803222656,-59.14301586151123,-46.08173751831055,-48.07143974304199,-43.875718116760254,-51.05465984344482,-44.747087478637695,-45.441115379333496,-43.286398420000005,-42.19966355,-52.75775073999999
82,All children love this game,because the game is very fun.,Sc,F1,na_control,na_control,na_control,na_control,-18.155059814453125,-19.870859146118164,-17.220478534698486,-18.11030626296997,-16.150949478149414,-18.94995403289795,-17.603944778442383,-18.71265316009521,-14.44542121887207,-16.999895095825195,-14.82098177,-17.19150923,-22.70980495
82,All children love this game,though it's a different game in ecah case.,Sc,F2,na_control,na_control,na_control,na_control,-60.49113464355469,-62.739013671875,-59.39172172546387,-60.7625093460083,-48.35817670822144,-52.0830602645874,-48.04637622833252,-52.57431888580322,-49.46879482269287,-50.548455238342285,-50.27612246,-48.35769897000001,-60.7981748
83,Most musicians play a certain instrument,because the instrument is very versatile.,S,F1,most,QD,a/an,IND,-21.99897766113281,-22.58846664428711,-22.58851528167725,-23.35478401184082,-19.881929397583008,-23.18198585510254,-20.18230438232422,-23.84705066680908,-22.11369228363037,-23.734076499938965,-21.5916973,-24.6653807,-24.6310985
83,Most musicians play a certain instrument,though they don't play the same instrument.,S,F2,most,QD,a/an,IND,-26.12421417236328,-22.65231704711914,-21.963016986846924,-22.957475185394287,-27.646960258483887,-27.782504081726078,-25.45303249359131,-27.44525909423828,-24.994644165039062,-25.523192405700684,-25.8875994,-27.315292900000003,-26.40746232
83,Most musicians play this instrument,because the instrument is very versatile.,Sc,F1,na_control,na_control,na_control,na_control,-20.184852600097656,-19.04974365234375,-19.04421758651733,-21.40012788772583,-19.305758476257324,-17.512049674987793,-19.730175971984863,-18.78997135162353,-20.239044189453125,-19.73534107208252,-18.36117837,-17.6269809,-20.44636311
83,Most musicians play this instrument,though they don't play the same instrument.,Sc,F2,na_control,na_control,na_control,na_control,-27.95159149169922,-27.14900588989257,-24.120993614196777,-27.747775554656982,-27.874457359313965,-28.301464080810547,-25.354809761047363,-25.49264335632324,-26.75489044189453,-30.125444412231445,-27.19960158,-30.386155400000003,-32.48463479
84,You find every Harry Potter book in most bookstores,but some bookstores only have a few of them.,S,F1,every,QD,most,QD,-26.227882385253903,-25.54155731201172,-25.305853843688965,-26.072264671325684,-22.257476806640625,-21.62100601196289,-21.17385673522949,-20.629679679870605,-24.18348979949951,-19.70923137664795,-19.981745866,-22.5462591,-23.77702946
84,You find every Harry Potter book in most bookstores,but don't expect to see all of them in the same bookstore.,S,F2,every,QD,most,QD,-31.8296127319336,-28.47492218017578,-29.762921810150143,-30.20680952072144,-28.19356918334961,-35.63991355895996,-28.824652671813965,-28.887042999267575,-29.628944396972656,-29.33637809753418,-27.132437889999995,-27.795271,-35.85364397
84,You find every Harry Potter book in this bookstore,but some bookstores only have a few of them.,Sc,F1,na_control,na_control,na_control,na_control,-33.85182189941406,-32.34342956542969,-32.520647048950195,-32.1107029914856,-29.49898052215576,-30.208658695220947,-29.2097806930542,-30.90664768218994,-27.559389114379883,-31.214781761169437,-26.17436741,-34.80997672,-29.929691580000004
84,You find every Harry Potter book in this bookstore,but don't expect to see all of them in the same bookstore.,Sc,F2,na_control,na_control,na_control,na_control,-34.09416198730469,-28.985183715820312,-32.67561388015747,-34.403265953063965,-33.259305000305176,-45.50988960266113,-32.29475116729736,-40.94741916656494,-32.927534103393555,-45.72926616668701,-35.67621126,-39.48009175999999,-40.090014448000005
85,Some professional athletes train with a few coaches,as the coaches are experienced.,S,F1,some,QD,a few,QD,-25.279800415039062,-24.97040557861328,-25.94694423675537,-26.51177263259888,-25.67862319946289,-25.222980499267575,-24.76155185699463,-23.945088386535645,-25.69455623626709,-23.72666931152344,-24.331287900000003,-24.1595819,-25.6603873
85,Some professional athletes train with a few coaches,and each athlete's separate set of coaches is experienced.,S,F2,some,QD,a few,QD,-46.20930480957031,-45.65486907958984,-45.650991916656494,-44.41408348083496,-53.49231243133545,-56.84789657592773,-53.91818046569824,-51.93392372131348,-51.26749897003174,-54.05049991607666,-47.825280866,-54.16912642,-57.147310268000005
85,Some professional athletes train with these coaches,as the coaches are experienced.,Sc,F1,na_control,na_control,na_control,na_control,-24.11651611328125,-23.133346557617188,-24.15159797668457,-23.6250581741333,-21.120059967041016,-21.21322250366211,-22.11216926574707,-19.657224655151367,-20.394746780395508,-21.977259635925293,-20.6978683,-20.4356503,-22.1855174
85,Some professional athletes train with these coaches,and each athlete's separate set of coaches is experienced.,Sc,F2,na_control,na_control,na_control,na_control,-47.33750534057617,-48.237491607666016,-47.17279577255249,-46.19437313079834,-53.92670965194702,-55.62086868286133,-54.54728889465332,-54.65766525268555,-52.20636177062988,-54.608001708984375,-52.04778732399999,-52.88245729999999,-55.74129624199999
86,Some chefs use a brand of knife,as this brand makes high quality knives.,S,F1,some,QD,a/an,IND,-35.70441436767578,-36.00419998168945,-32.40852403640747,-33.37488412857056,-29.92432689666748,-29.813708782196045,-27.981947898864743,-35.150861740112305,-25.771738052368164,-35.609984397888184,-28.6295443,-27.92436843,-29.28733234
86,Some chefs use a brand of knife,though they don't use the same brand.,S,F2,some,QD,a/an,IND,-28.748374938964844,-25.605762481689453,-24.6223201751709,-25.564568042755127,-30.085339546203613,-34.68200969696045,-28.684733390808105,-35.63151741027832,-28.900590896606445,-34.12633419036865,-27.4543772,-28.2976867,-26.674219900000004
86,Some chefs use this brand of knife,as this brand makes high quality knives.,Sc,F1,na_control,na_control,na_control,na_control,-32.671932220458984,-32.40983486175537,-26.8955717086792,-27.96015882492065,-25.560925483703613,-24.426918983459476,-22.46453285217285,-23.095949172973636,-20.344481468200684,-25.113295555114743,-21.1646721,-22.13973465,-25.27333573
86,Some chefs use this brand of knife,though they don't use the same brand.,Sc,F2,na_control,na_control,na_control,na_control,-27.23309326171875,-25.821308135986328,-24.32225608825684,-25.398212432861328,-28.28571128845215,-31.314356803894043,-30.49734401702881,-35.18378734588623,-28.0970401763916,-33.268425941467285,-26.2300573,-30.004721600000003,-34.1566869
87,Some gardeners own a shovel,and the shovel is sturdy.,S,F1,some,QD,a/an,IND,-21.26506805419922,-22.209030151367188,-21.254334449768063,-21.665903568267822,-23.079408645629883,-22.87423324584961,-24.159308433532715,-23.32475852966309,-23.58857822418213,-24.163683891296387,-20.8876228,-23.40984696,-26.2825631
87,Some gardeners own a shovel,and the shovels are sturdy.,S,F2,some,QD,a/an,IND,-23.25615692138672,-25.951229095458984,-22.857982635498047,-22.75776100158692,-27.221906661987305,-29.352478981018063,-27.20178604125977,-28.06923770904541,-26.70500946044922,-29.383930206298828,-25.5014822,-25.4484818,-28.6242853
87,Some gardeners own this shovel,and the shovel is sturdy.,Sc,F1,na_control,na_control,na_control,na_control,-19.876953125,-19.055889129638672,-18.56634998321533,-19.265068531036377,-23.88441753387451,-23.821478843688965,-22.668482780456543,-21.47726821899414,-21.707676887512207,-21.7705020904541,-17.7517973,-21.214756,-22.116661
87,Some gardeners own this shovel,and the shovels are sturdy.,Sc,F2,na_control,na_control,na_control,na_control,-22.79820251464844,-23.96796417236328,-21.1712646484375,-22.2914457321167,-26.508044242858887,-28.610325813293457,-25.555975914001465,-25.534987449646,-24.630903244018555,-25.64641761779785,-21.1249164,-25.847712699999995,-27.8492909
88,I didn't support every decision made by the committee,because I thought they were all wrong.,S,F1,didn't,NEG,every,QD,-17.116592407226562,-16.58013153076172,-17.76282262802124,-18.02068042755127,-18.31190490722656,-20.316739082336422,-18.682642936706543,-21.83979606628418,-16.993663787841797,-15.305142402648926,-16.82611793,-16.4447704,-22.51961165
88,I didn't support every decision made by the committee,though I supported a few of them.,S,F2,didn't,NEG,every,QD,-25.00970458984375,-22.747169017791748,-21.84517431259156,-23.38538885116577,-22.753796577453613,-32.065677642822266,-21.31276798248291,-25.748165130615234,-21.527215003967285,-26.65861797332764,-23.97904862,-24.1449536,-28.65418412
88,I opposed every decision made by the committee,because I thought they were all wrong.,Sc,F1,na_control,na_control,na_control,na_control,-19.22496795654297,-17.168663024902344,-17.43789577484131,-17.544682025909424,-13.355594635009766,-9.68010711669922,-12.388229370117188,-10.794779777526855,-12.548954010009766,-10.450139999389648,-12.98476761,-12.32546038,-13.668498220000004
88,I opposed every decision made by the committee,though I supported a few of them.,Sc,F2,na_control,na_control,na_control,na_control,-28.64169311523437,-24.43031215667725,-20.62310791015625,-21.731151580810547,-25.257291316986084,-33.24192428588867,-24.51384925842285,-26.127774238586422,-23.35003566741944,-27.85979175567627,-25.71586836,-22.1941717,-26.140638564
89,I didn't hit most targets at the shooting range,"in fact, I only hit two out of ten targets.",S,F1,didn't,NEG,most,QD,-34.48819351196289,-34.61537170410156,-29.887171745300293,-27.507774829864506,-26.34094762802124,-22.248855113983154,-24.372827529907227,-21.011597633361816,-27.98563766479492,-27.18918228149414,-25.195341558,-27.169286036000003,-26.24904341684
89,I didn't hit most targets at the shooting range,but I did hit around half of the targets.,S,F2,didn't,NEG,most,QD,-21.34845733642578,-22.146957397460938,-21.51486730575561,-21.97280263900757,-22.24311637878418,-28.36896705627441,-22.19309425354004,-23.743844985961918,-23.40667533874512,-28.969246864318848,-21.81817443,-23.85014553,-25.638578137
89,I missed most targets at the shooting range,"in fact, I only hit two out of ten targets.",Sc,F1,na_control,na_control,na_control,na_control,-39.55766296386719,-36.52301788330078,-33.491636753082275,-30.524397373199463,-28.0421781539917,-23.998541355133057,-25.80400562286377,-22.92343235015869,-27.92308807373047,-25.70040607452393,-28.435968051,-26.931334269,-26.50660582319999
89,I missed most targets at the shooting range,but I did hit around half of the targets.,Sc,F2,na_control,na_control,na_control,na_control,-28.12896728515625,-25.83768844604492,-25.437456130981445,-25.995986461639404,-25.920841217041016,-34.684152603149414,-25.419930458068848,-27.664118766784668,-26.642931938171387,-32.18660354614258,-23.72723794,-25.43809424,-26.67947119
90,She didn't see an issue with the project plan,and so the project had problems.,S,F1,didn't,NEG,a/an,IND,-26.47330474853516,-28.996143341064453,-30.23326873779297,-29.03172874450684,-27.86360645294189,-29.95207023620605,-27.468636512756348,-28.58363151550293,-24.06110191345215,-27.598461151123047,-29.3038327,-29.5916318,-44.0831041
90,She didn't see an issue with the project plan,because the project plan was flawless.,S,F2,didn't,NEG,a/an,IND,-26.159912109375,-24.08600616455078,-23.5300817489624,-22.838080406188965,-20.28297519683838,-22.311182022094727,-18.92867946624756,-17.985334396362305,-19.11808586120605,-20.035005569458008,-23.14026865,-16.5279376,-21.05549541
90,She missed an issue with the project plan,and so the project had problems.,Sc,F1,na_control,na_control,na_control,na_control,-25.131065368652344,-25.27627944946289,-24.96807050704956,-24.82300090789795,-21.57366371154785,-23.673207759857178,-21.320565223693848,-25.238869667053223,-19.59731388092041,-22.81828784942627,-20.5853952,-23.1145694,-29.0737025
90,She missed an issue with the project plan,because the project plan was flawless.,Sc,F2,na_control,na_control,na_control,na_control,-26.331222534179688,-27.416732788085938,-25.297043800354004,-28.65010118484497,-25.69784164428711,-28.387537479400635,-24.62844753265381,-26.87682342529297,-23.39956378936768,-23.311989784240723,-24.07791844,-24.88944115,-30.44667867
91,I didn't agree with every point in the argument,as I found all of them to be flawed.,S,F1,didn't,NEG,every,QD,-26.203781127929688,-25.30000686645508,-25.75157594680786,-25.71687173843384,-27.56614780426025,-30.51333522796631,-29.557148933410645,-30.492830276489254,-30.30016803741455,-32.71930313110352,-28.45028939,-27.87376352,-34.078369352
91,I didn't agree with every point in the argument,though I agreed with some points.,S,F2,didn't,NEG,every,QD,-22.08847045898437,-21.580139636993408,-21.04392576217652,-21.07678365707397,-21.460765838623047,-28.702716827392575,-20.826061248779297,-25.81611919403076,-19.51325035095215,-24.216650009155277,-20.41727272,-20.40238974,-28.873528187
91,I disagreed with every point in the argument,as I found all of them to be flawed.,Sc,F1,na_control,na_control,na_control,na_control,-25.851837158203125,-25.14295959472656,-24.148817539215088,-23.425925254821777,-21.74744415283203,-19.617700576782227,-22.62067031860352,-18.43378734588623,-23.116259574890137,-22.357096672058105,-23.692770506,-21.447606760000003,-24.487733759000005
91,I disagreed with every point in the argument,though I agreed with some points.,Sc,F2,na_control,na_control,na_control,na_control,-22.93328857421875,-21.04089924693108,-20.898303508758545,-21.25026512145996,-21.52190494537353,-29.433631896972656,-21.13638210296631,-26.152612686157227,-19.874133110046387,-25.769944190979004,-21.39868234,-21.825500450000003,-28.50308876
92,I didn't recall a fact from the history lecture,even though it was an important fact.,S,F1,didn't,NEG,a/an,IND,-23.290313720703125,-21.557891845703125,-20.75484132766724,-21.895201206207275,-18.215444564819336,-29.490975379943848,-19.61862277984619,-22.675989151000977,-17.87592124938965,-21.495607376098636,-21.9720944,-26.39259382,-27.679322400000004
92,I didn't recall a fact from the history lecture,which is to say that I forgot all facts from the history lecture.,S,F2,didn't,NEG,a/an,IND,-42.235313415527344,-38.17043876647949,-36.17433977127075,-37.10205507278442,-35.00376510620117,-45.034366607666016,-36.0645112991333,-42.24413299560547,-31.023462295532227,-37.512757301330566,-36.42707377999999,-39.57763214289999,-44.07008146359999
92,I forgot a fact from the history lecture,even though it was an important fact.,Sc,F1,na_control,na_control,na_control,na_control,-22.49212646484375,-21.5548095703125,-21.3447527885437,-20.80923652648925,-18.62657356262207,-27.45300006866455,-20.636523246765137,-23.864855766296387,-18.668971061706543,-21.90883731842041,-21.447516730000004,-24.17409669,-29.10906257
92,I forgot a fact from the history lecture,which is to say that I forgot all facts from the history lecture.,Sc,F2,na_control,na_control,na_control,na_control,-39.31663513183594,-39.201271057128906,-35.19960689544678,-35.058979988098145,-27.44319534301757,-37.813525676727295,-30.630603790283203,-34.35265636444092,-29.315075874328613,-35.832295417785645,-31.92413836,-38.8971563907,-56.100800044
93,I didn't answer most questions in the exam,"in fact, I only answered five out of twenty questions.",S,F1,didn't,NEG,most,QD,-36.53364562988281,-32.15910339355469,-33.546223163604736,-31.84882354736328,-28.60170078277588,-29.8900089263916,-30.181087493896484,-29.23117208480835,-29.430190086364743,-29.36027717590332,-28.075144170999994,-28.119527581000003,-35.5624052823
93,I didn't answer most questions in the exam,but I did answer around half of the questions.,S,F2,didn't,NEG,most,QD,-22.30265045166016,-21.866697311401367,-22.788432598114014,-21.57577133178711,-22.43814373016357,-27.326647758483887,-23.103330612182617,-25.58677864074707,-26.18025016784668,-26.490431785583496,-24.57219269,-22.423473660000003,-32.083255178
93,I skipped most questions in the exam,"in fact, I only answered five out of twenty questions.",Sc,F1,na_control,na_control,na_control,na_control,-37.74518585205078,-36.81903076171875,-34.36367321014404,-33.01731204986572,-32.775314807891846,-32.35073280334473,-34.378894329071045,-31.82831859588623,-32.85616970062256,-28.52947330474853,-38.24989749,-30.904178355000003,-36.85112159196
93,I skipped most questions in the exam,but I did answer around half of the questions.,Sc,F2,na_control,na_control,na_control,na_control,-26.34370422363281,-25.428607940673828,-23.43049049377441,-23.435359477996823,-24.03909969329834,-27.63248062133789,-28.78914451599121,-26.419246673583984,-29.67115020751953,-28.123305320739743,-27.09368713,-22.83793698,-33.92421087
94,He didn't find a mistake in the report,and so the report had to be revised.,S,F1,didn't,NEG,a/an,IND,-26.83228302001953,-23.70869827270508,-24.901083946228027,-22.21162509918213,-23.93354082107544,-25.00903081893921,-24.474892616271973,-23.01693153381348,-25.90956211090088,-23.842071533203125,-24.1489089,-27.250972635,-31.09653736
94,He didn't find a mistake in the report,because the report was perfect.,S,F2,didn't,NEG,a/an,IND,-22.02997589111328,-19.87848663330078,-19.28747940063477,-15.813597679138184,-15.165350914001465,-13.538808822631836,-13.570582389831545,-11.796728134155272,-12.891514778137209,-12.018150329589844,-13.08945274,-11.1497891,-10.897852535
94,He overlooked a mistake in the report,and so the report had to be revised.,Sc,F1,na_control,na_control,na_control,na_control,-24.484588623046875,-24.49245834350586,-24.31477212905884,-21.544291019439697,-21.604656219482425,-18.908370971679688,-19.84367752075196,-16.95407772064209,-16.457473754882812,-17.14014434814453,-20.492082556,-17.865146976,-23.3027433023
94,He overlooked a mistake in the report,because the report was perfect.,Sc,F2,na_control,na_control,na_control,na_control,-24.05458068847656,-22.39289093017578,-23.46733665466309,-22.7385802268982,-19.282561779022217,-25.13418197631836,-19.85794162750244,-21.51835823059082,-17.202670097351074,-21.87044239044189,-20.0472238,-18.60011448,-21.48366868
95,I didn't finish four required tasks on Monday,even though I was supposed to complete them.,S,F1,didn't,NEG,four,NMR,-21.825096130371094,-19.254074096679688,-17.371886730194092,-18.35252523422241,-20.19181251525879,-18.82351016998291,-19.92066764831543,-18.49763584136963,-19.588692665100098,-17.2866268157959,-20.331791978,-19.7289578515,-22.06239601093
95,I didn't finish four required tasks on Monday,since I didn't have any tasks required.,S,F2,didn't,NEG,four,NMR,-31.60272979736328,-31.792510986328125,-31.8745231628418,-29.6949315071106,-26.408815383911133,-32.28330898284912,-29.714613914489743,-31.13240528106689,-27.67451000213623,-29.81412029266357,-28.9040813414,-31.7233358821,-40.413455748
95,I left four required tasks incomplete on Monday,even though I was supposed to complete them.,Sc,F1,na_control,na_control,na_control,na_control,-22.70386505126953,-18.030414581298828,-16.879432678222656,-18.30957841873169,-18.076695442199707,-17.581695556640625,-18.385642051696777,-16.504472732543945,-19.48316192626953,-16.619638442993164,-17.962223553,-17.1031455847,-18.5798853283
95,I left four required tasks incomplete on Monday,since I didn't have any tasks required.,Sc,F2,na_control,na_control,na_control,na_control,-32.627227783203125,-32.68156433105469,-30.572132110595703,-30.821134567260746,-28.4578914642334,-32.35957717895508,-33.09826946258545,-34.07151126861572,-29.80807304382324,-32.0076379776001,-30.68290205,-32.44460091,-38.89736312299999
96,I didn't approve of every decision made by the committee,as I found all of them to be flawed.,S,F1,didn't,NEG,every,QD,-27.01154327392578,-26.243927001953125,-25.371209144592285,-26.84361696243286,-26.38679981231689,-31.83287048339844,-29.790746688842773,-30.358701705932617,-29.757960319519043,-34.6785306930542,-28.155767856,-29.824311646999995,-32.220510647
96,I didn't approve of every decision made by the committee,though I agreed with some of them.,S,F2,didn't,NEG,every,QD,-24.27853012084961,-21.38691806793213,-19.93536901473999,-20.81079769134521,-18.950907707214355,-22.59325408935547,-19.05403709411621,-20.78166007995605,-18.29031753540039,-22.66481590270996,-20.60367989,-20.29118305,-23.592616915
96,I disapproved of every decision made by the committee,as I found all of them to be flawed.,Sc,F1,na_control,na_control,na_control,na_control,-27.76755142211914,-26.54326438903809,-26.74805450439453,-25.392041206359863,-23.060608863830566,-22.557785034179688,-22.58288955688477,-20.180996894836422,-23.41846942901612,-23.736082077026367,-23.664676760000003,-23.978425506,-22.894997110599995
96,I disapproved of every decision made by the committee,though I agreed with some of them.,Sc,F2,na_control,na_control,na_control,na_control,-24.51407623291016,-21.298380374908447,-18.713313102722168,-17.919546127319336,-18.920607566833496,-22.09488677978516,-19.68081760406494,-20.07820224761963,-19.86702346801757,-21.11306667327881,-19.81818111,-17.44992865,-20.86190955
97,I didn't meet a few of my old friends,even though I was supposed to meet them.,S,F1,didn't,NEG,a few,QD,-21.30956268310547,-18.754180908203125,-17.847042083740234,-18.765432834625244,-18.642380714416504,-17.60786724090576,-17.562179565429688,-17.180936813354492,-17.74105739593506,-15.850502014160156,-17.201032236,-21.541656248,-27.4007782117
97,I didn't meet a few of my old friends,since there were no old friends to meet.,S,F2,didn't,NEG,a few,QD,-29.595733642578125,-27.73023223876953,-25.959792613983154,-26.124138832092285,-23.29763412475586,-23.255751132965088,-23.95633220672608,-23.36190891265869,-24.81348419189453,-22.06543254852295,-25.6837476,-20.63407711,-26.863038072000005
97,I avoided a few of my old friends,even though I was supposed to meet them.,Sc,F1,na_control,na_control,na_control,na_control,-25.390480041503903,-18.96910095214844,-18.97573184967041,-20.594967365264893,-20.876856803894043,-18.131815910339355,-19.524534225463867,-18.632328033447266,-20.96302032470703,-22.43006992340088,-19.7930877188,-19.496653029,-22.5818099602
97,I avoided a few of my old friends,since there were no old friends to meet.,Sc,F2,na_control,na_control,na_control,na_control,-31.181495666503903,-28.64008331298828,-27.17698240280152,-28.399285793304443,-29.47607612609864,-28.658019065856934,-30.17961406707764,-31.606176376342773,-29.77183151245117,-34.321961402893066,-29.6262815,-28.77070072,-38.45473376
98,I didn't recall a quote from the book To Kill a Mockingbird,even though the quote was really impactful.,S,F1,didn't,NEG,a/an,IND,-35.80042266845703,-34.66518306732178,-32.87997484207153,-32.02622079849243,-27.282451629638672,-30.98537349700928,-31.29869556427002,-34.73672866821289,-27.678990364074707,-26.125452995300293,-29.33171707,-27.731534113700004,-48.482780643000005
98,I didn't recall a quote from the book To Kill a Mockingbird,which is to say I didn't remember any quotes.,S,F2,didn't,NEG,a/an,IND,-31.515609741210938,-27.914813995361328,-26.820115566253666,-28.247435092926025,-24.84912872314453,-27.62698459625244,-31.04839515686035,-37.25993633270264,-26.095423698425293,-30.94724941253662,-28.944665903499995,-34.6622259358,-40.76224727999999
98,I forgot a quote from the book To Kill a Mockingbird,even though the quote was really impactful.,Sc,F1,na_control,na_control,na_control,na_control,-35.27671813964844,-34.56263318657875,-33.072176933288574,-32.87269639968872,-26.81343173980713,-31.92353630065918,-30.46534538269043,-32.49096202850342,-25.78792381286621,-30.672758102416992,-26.49515616,-29.780591698995,-44.4131312554
98,I forgot a quote from the book To Kill a Mockingbird,which is to say I didn't remember any quotes.,Sc,F2,na_control,na_control,na_control,na_control,-38.04844665527344,-31.38001251220703,-31.75502634048462,-30.875979900360107,-31.362717628479004,-38.37516689300537,-37.045522689819336,-41.643351554870605,-34.8182373046875,-37.6413631439209,-32.3144026,-46.72699544,-49.755803503
99,I didn't accept two offers for the project,despite the fact that my manager told me to accept them.,S,F1,didn't,NEG,two,NMR,-30.985736846923828,-31.05209350585937,-29.740389347076416,-29.098520278930664,-25.543675422668457,-23.677778244018555,-26.089502334594727,-26.499831199646,-24.555996894836422,-22.49733638763428,-26.824933087,-25.85878768,-29.164123353240004
99,I didn't accept two offers for the project,because there were no offers in the first place.,S,F2,didn't,NEG,two,NMR,-23.892581939697266,-22.510650634765625,-20.08782958984375,-22.69845676422119,-20.85487365722656,-22.514723777771,-21.162667274475098,-23.3849196434021,-22.86668872833252,-19.73222827911377,-22.07220436,-18.587183734,-18.2003882366
