idx,workerid,sentence,Option A,Option B,response,gold_ans,gold_scope_label,OP1,OP1_type,OP2,OP2_type,comments,slide_number_in_experiment,proliferate.condition
910,581,Nine students will finish the project in five days.,the students will finish the project over the same five days,the students will not finish the project over the same five days,A,A,inverse,nine,number,five,number,,10,Group 47
910,364,Nine students will finish the project in five days.,the students will finish the project over the same five days,the students will not finish the project over the same five days,A,A,inverse,nine,number,five,number,,19,Group 47
910,420,Nine students will finish the project in five days.,the students will finish the project over the same five days,the students will not finish the project over the same five days,A,A,inverse,nine,number,five,number,,21,Group 47
910,469,Nine students will finish the project in five days.,the students will finish the project over the same five days,the students will not finish the project over the same five days,A,A,inverse,nine,number,five,number,,11,Group 47
910,618,Nine students will finish the project in five days.,the students will finish the project over the same five days,the students will not finish the project over the same five days,A,A,inverse,nine,number,five,number,,6,Group 47
912,384,Six songs were composed by two musicians.,the six songs were composed by the same two musicians,the six songs were not all composed by the same two musicians,B,A,inverse,six,number,two,number,,14,Group 38
912,609,Six songs were composed by two musicians.,the six songs were composed by the same two musicians,the six songs were not all composed by the same two musicians,A,A,inverse,six,number,two,number,,19,Group 38
912,553,Six songs were composed by two musicians.,the six songs were composed by the same two musicians,the six songs were not all composed by the same two musicians,A,A,inverse,six,number,two,number,,6,Group 38
912,497,Six songs were composed by two musicians.,the six songs were composed by the same two musicians,the six songs were not all composed by the same two musicians,A,A,inverse,six,number,two,number,,14,Group 38
912,442,Six songs were composed by two musicians.,the six songs were composed by the same two musicians,the six songs were not all composed by the same two musicians,A,A,inverse,six,number,two,number,,5,Group 38
913,585,Five paintings were sold to one collector.,the five paintings were not all sold to the same collector,the five paintings were sold to the same collector,B,B,inverse,five,number,one,number,"Opt B is more likely to be spoken, as people wouldn't care if one collector did not buy the paintings",11,Group 14
913,352,Five paintings were sold to one collector.,the five paintings were not all sold to the same collector,the five paintings were sold to the same collector,B,B,inverse,five,number,one,number,,7,Group 14
913,425,Five paintings were sold to one collector.,the five paintings were not all sold to the same collector,the five paintings were sold to the same collector,B,B,inverse,five,number,one,number,,16,Group 14
913,479,Five paintings were sold to one collector.,the five paintings were not all sold to the same collector,the five paintings were sold to the same collector,B,B,inverse,five,number,one,number,,12,Group 14
913,540,Five paintings were sold to one collector.,the five paintings were not all sold to the same collector,the five paintings were sold to the same collector,B,B,inverse,five,number,one,number,,15,Group 14
914,570,Seven tasks will be completed in four days.,the tasks will be completed over the same four days,the tasks will not be completed over the same four days,A,A,inverse,seven,number,four,number,,22,Group 5
914,460,Seven tasks will be completed in four days.,the tasks will be completed over the same four days,the tasks will not be completed over the same four days,A,A,inverse,seven,number,four,number,,20,Group 5
914,350,Seven tasks will be completed in four days.,the tasks will be completed over the same four days,the tasks will not be completed over the same four days,A,A,inverse,seven,number,four,number,,25,Group 5
914,515,Seven tasks will be completed in four days.,the tasks will be completed over the same four days,the tasks will not be completed over the same four days,A,A,inverse,seven,number,four,number,,6,Group 5
914,404,Seven tasks will be completed in four days.,the tasks will be completed over the same four days,the tasks will not be completed over the same four days,A,A,inverse,seven,number,four,number,,21,Group 5
917,603,Three meals were cooked by one chef.,the three meals were cooked by the same chef,the three meals were not all cooked by the same chef,A,A,inverse,three,number,one,number,,27,Group 29
917,435,Three meals were cooked by one chef.,the three meals were cooked by the same chef,the three meals were not all cooked by the same chef,A,A,inverse,three,number,one,number,,27,Group 29
917,378,Three meals were cooked by one chef.,the three meals were cooked by the same chef,the three meals were not all cooked by the same chef,A,A,inverse,three,number,one,number,,7,Group 29
917,545,Three meals were cooked by one chef.,the three meals were cooked by the same chef,the three meals were not all cooked by the same chef,A,A,inverse,three,number,one,number,,6,Group 29
917,491,Three meals were cooked by one chef.,the three meals were cooked by the same chef,the three meals were not all cooked by the same chef,A,A,inverse,three,number,one,number,,19,Group 29
918,377,Five dishes will be prepared within two hours.,the dishes will be prepared over the same two hours,the dishes will not be prepared over the same two hours,A,A,inverse,five,number,two,number,,10,Group 50
918,430,Five dishes will be prepared within two hours.,the dishes will be prepared over the same two hours,the dishes will not be prepared over the same two hours,A,A,inverse,five,number,two,number,,27,Group 50
918,601,Five dishes will be prepared within two hours.,the dishes will be prepared over the same two hours,the dishes will not be prepared over the same two hours,A,A,inverse,five,number,two,number,,21,Group 50
918,542,Five dishes will be prepared within two hours.,the dishes will be prepared over the same two hours,the dishes will not be prepared over the same two hours,A,A,inverse,five,number,two,number,,26,Group 50
918,489,Five dishes will be prepared within two hours.,the dishes will be prepared over the same two hours,the dishes will not be prepared over the same two hours,A,A,inverse,five,number,two,number,,19,Group 50
920,416,Eight chefs cooked for one event.,the eight chefs did not all cook for the same event,the eight chefs cooked for the same event,B,B,inverse,eight,number,one,number,,25,Group 18
920,347,Eight chefs cooked for one event.,the eight chefs did not all cook for the same event,the eight chefs cooked for the same event,B,B,inverse,eight,number,one,number,,21,Group 18
920,583,Eight chefs cooked for one event.,the eight chefs did not all cook for the same event,the eight chefs cooked for the same event,B,B,inverse,eight,number,one,number,,11,Group 18
920,614,Eight chefs cooked for one event.,the eight chefs did not all cook for the same event,the eight chefs cooked for the same event,B,B,inverse,eight,number,one,number,,17,Group 18
920,536,Eight chefs cooked for one event.,the eight chefs did not all cook for the same event,the eight chefs cooked for the same event,B,B,inverse,eight,number,one,number,,9,Group 18
921,447,Five songs were written by one musician.,the five songs were written by the same musician,the five songs were not all written by the same musician,A,A,inverse,five,number,one,number,,6,Group 35
921,509,Five songs were written by one musician.,the five songs were written by the same musician,the five songs were not all written by the same musician,A,A,inverse,five,number,one,number,,25,Group 35
921,333,Five songs were written by one musician.,the five songs were written by the same musician,the five songs were not all written by the same musician,A,A,inverse,five,number,one,number,,25,Group 35
921,393,Five songs were written by one musician.,the five songs were written by the same musician,the five songs were not all written by the same musician,A,A,inverse,five,number,one,number,,25,Group 35
921,560,Five songs were written by one musician.,the five songs were written by the same musician,the five songs were not all written by the same musician,A,A,inverse,five,number,one,number,,10,Group 35
922,472,Three projects will be completed within seven days.,the projects will be completed over the same seven days,the projects will not be completed over the same seven days,A,A,inverse,three,number,seven,number,,15,Group 20
922,407,Three projects will be completed within seven days.,the projects will be completed over the same seven days,the projects will not be completed over the same seven days,B,A,inverse,three,number,seven,number,,11,Group 20
922,340,Three projects will be completed within seven days.,the projects will be completed over the same seven days,the projects will not be completed over the same seven days,A,A,inverse,three,number,seven,number,,16,Group 20
922,513,Three projects will be completed within seven days.,the projects will be completed over the same seven days,the projects will not be completed over the same seven days,A,A,inverse,three,number,seven,number,,24,Group 20
922,568,Three projects will be completed within seven days.,the projects will be completed over the same seven days,the projects will not be completed over the same seven days,A,A,inverse,three,number,seven,number,,11,Group 20
923,409,Four paintings were sold to two collectors.,the four paintings were sold to the same two collectors,the four paintings were not sold to the same two collectors,A,A,inverse,four,number,two,number,,16,Group 53
923,353,Four paintings were sold to two collectors.,the four paintings were sold to the same two collectors,the four paintings were not sold to the same two collectors,A,A,inverse,four,number,two,number,,10,Group 53
923,519,Four paintings were sold to two collectors.,the four paintings were sold to the same two collectors,the four paintings were not sold to the same two collectors,A,A,inverse,four,number,two,number,,9,Group 53
923,462,Four paintings were sold to two collectors.,the four paintings were sold to the same two collectors,the four paintings were not sold to the same two collectors,A,A,inverse,four,number,two,number,,7,Group 53
923,571,Four paintings were sold to two collectors.,the four paintings were sold to the same two collectors,the four paintings were not sold to the same two collectors,B,A,inverse,four,number,two,number,,6,Group 53
924,368,Ten athletes participated in one marathon.,the ten athletes participated in the same marathon,the ten athletes did not all participate in the same marathon,A,A,inverse,ten,number,one,number,,21,Group 27
924,533,Ten athletes participated in one marathon.,the ten athletes participated in the same marathon,the ten athletes did not all participate in the same marathon,A,A,inverse,ten,number,one,number,,11,Group 27
924,589,Ten athletes participated in one marathon.,the ten athletes participated in the same marathon,the ten athletes did not all participate in the same marathon,A,A,inverse,ten,number,one,number,,11,Group 27
924,427,Ten athletes participated in one marathon.,the ten athletes participated in the same marathon,the ten athletes did not all participate in the same marathon,A,A,inverse,ten,number,one,number,,12,Group 27
924,478,Ten athletes participated in one marathon.,the ten athletes participated in the same marathon,the ten athletes did not all participate in the same marathon,A,A,inverse,ten,number,one,number,,24,Group 27
925,368,Seven trees were planted by two gardeners.,the seven trees were not planted by the same two gardeners,the seven trees were planted by the same two gardeners,B,B,inverse,seven,number,two,number,,11,Group 27
925,533,Seven trees were planted by two gardeners.,the seven trees were not planted by the same two gardeners,the seven trees were planted by the same two gardeners,B,B,inverse,seven,number,two,number,,10,Group 27
925,589,Seven trees were planted by two gardeners.,the seven trees were not planted by the same two gardeners,the seven trees were planted by the same two gardeners,B,B,inverse,seven,number,two,number,,10,Group 27
925,427,Seven trees were planted by two gardeners.,the seven trees were not planted by the same two gardeners,the seven trees were planted by the same two gardeners,B,B,inverse,seven,number,two,number,,11,Group 27
925,478,Seven trees were planted by two gardeners.,the seven trees were not planted by the same two gardeners,the seven trees were planted by the same two gardeners,B,B,inverse,seven,number,two,number,,25,Group 27
926,595,Nine dishes were prepared by one chef.,the nine dishes were not all prepared by the same chef,the nine dishes were prepared by the same chef,B,B,inverse,nine,number,one,number,,14,Group 11
926,371,Nine dishes were prepared by one chef.,the nine dishes were not all prepared by the same chef,the nine dishes were prepared by the same chef,B,B,inverse,nine,number,one,number,,14,Group 11
926,398,Nine dishes were prepared by one chef.,the nine dishes were not all prepared by the same chef,the nine dishes were prepared by the same chef,B,B,inverse,nine,number,one,number,,12,Group 11
926,470,Nine dishes were prepared by one chef.,the nine dishes were not all prepared by the same chef,the nine dishes were prepared by the same chef,B,B,inverse,nine,number,one,number,,19,Group 11
926,523,Nine dishes were prepared by one chef.,the nine dishes were not all prepared by the same chef,the nine dishes were prepared by the same chef,B,B,inverse,nine,number,one,number,,12,Group 11
928,496,Two dogs belong to one of the neighbors.,the two dogs are owned by the same neighbor,the two dogs are not both owned by the same neighbor,A,A,inverse,two,number,one,number,,27,Group 0
928,441,Two dogs belong to one of the neighbors.,the two dogs are owned by the same neighbor,the two dogs are not both owned by the same neighbor,A,A,inverse,two,number,one,number,,20,Group 0
928,552,Two dogs belong to one of the neighbors.,the two dogs are owned by the same neighbor,the two dogs are not both owned by the same neighbor,A,A,inverse,two,number,one,number,,21,Group 0
928,608,Two dogs belong to one of the neighbors.,the two dogs are owned by the same neighbor,the two dogs are not both owned by the same neighbor,A,A,inverse,two,number,one,number,,20,Group 0
928,385,Two dogs belong to one of the neighbors.,the two dogs are owned by the same neighbor,the two dogs are not both owned by the same neighbor,A,A,inverse,two,number,one,number,,20,Group 0
929,465,Six projects will be finished within three days.,the projects will be finished over the same three days,the projects will not be finished over the same three days,A,A,inverse,six,number,three,number,,25,Group 34
929,577,Six projects will be finished within three days.,the projects will be finished over the same three days,the projects will not be finished over the same three days,A,A,inverse,six,number,three,number,,16,Group 34
929,531,Six projects will be finished within three days.,the projects will be finished over the same three days,the projects will not be finished over the same three days,A,A,inverse,six,number,three,number,,5,Group 34
929,344,Six projects will be finished within three days.,the projects will be finished over the same three days,the projects will not be finished over the same three days,B,A,inverse,six,number,three,number,The logic is within three days. It would say they would be finished by Thursday if it were one day.,26,Group 34
929,419,Six projects will be finished within three days.,the projects will be finished over the same three days,the projects will not be finished over the same three days,A,A,inverse,six,number,three,number,,5,Group 34
930,585,Four paintings were sold to one collector.,the four paintings were not all sold to the same collector,the four paintings were sold to the same collector,B,B,inverse,four,number,one,number,Same as last answer. The opt b is more likely as there is no need to say opt a,12,Group 14
930,352,Four paintings were sold to one collector.,the four paintings were not all sold to the same collector,the four paintings were sold to the same collector,B,B,inverse,four,number,one,number,,9,Group 14
930,425,Four paintings were sold to one collector.,the four paintings were not all sold to the same collector,the four paintings were sold to the same collector,B,B,inverse,four,number,one,number,,12,Group 14
930,479,Four paintings were sold to one collector.,the four paintings were not all sold to the same collector,the four paintings were sold to the same collector,B,B,inverse,four,number,one,number,,14,Group 14
930,540,Four paintings were sold to one collector.,the four paintings were not all sold to the same collector,the four paintings were sold to the same collector,B,B,inverse,four,number,one,number,,26,Group 14
931,440,Seven tickets were bought by three friends.,the seven tickets were not all bought by the same three friends,the seven tickets were bought by the same three friends,B,B,inverse,seven,number,three,number,,12,Group 45
931,514,Seven tickets were bought by three friends.,the seven tickets were not all bought by the same three friends,the seven tickets were bought by the same three friends,B,B,inverse,seven,number,three,number,,19,Group 45
931,495,Seven tickets were bought by three friends.,the seven tickets were not all bought by the same three friends,the seven tickets were bought by the same three friends,B,B,inverse,seven,number,three,number,,6,Group 45
931,615,Seven tickets were bought by three friends.,the seven tickets were not all bought by the same three friends,the seven tickets were bought by the same three friends,B,B,inverse,seven,number,three,number,,14,Group 45
931,558,Seven tickets were bought by three friends.,the seven tickets were not all bought by the same three friends,the seven tickets were bought by the same three friends,A,B,inverse,seven,number,three,number,,17,Group 45
932,564,Two cars belong to one of the residents.,the two cars are owned by the same resident,the two cars are not both owned by the same resident,A,A,inverse,two,number,one,number,,12,Group 54
932,508,Two cars belong to one of the residents.,the two cars are owned by the same resident,the two cars are not both owned by the same resident,A,A,inverse,two,number,one,number,,9,Group 54
932,471,Two cars belong to one of the residents.,the two cars are owned by the same resident,the two cars are not both owned by the same resident,A,A,inverse,two,number,one,number,,10,Group 54
932,402,Two cars belong to one of the residents.,the two cars are owned by the same resident,the two cars are not both owned by the same resident,A,A,inverse,two,number,one,number,,5,Group 54
932,338,Two cars belong to one of the residents.,the two cars are owned by the same resident,the two cars are not both owned by the same resident,A,A,inverse,two,number,one,number,,27,Group 54
933,440,Nine trees were planted in twenty parks.,"in total, there are more than nine trees","in total, there are exactly nine trees",A,A,inverse,nine,number,twenty,number,,19,Group 45
933,514,Nine trees were planted in twenty parks.,"in total, there are more than nine trees","in total, there are exactly nine trees",B,A,inverse,nine,number,twenty,number,,15,Group 45
933,495,Nine trees were planted in twenty parks.,"in total, there are more than nine trees","in total, there are exactly nine trees",B,A,inverse,nine,number,twenty,number,,24,Group 45
933,615,Nine trees were planted in twenty parks.,"in total, there are more than nine trees","in total, there are exactly nine trees",B,A,inverse,nine,number,twenty,number,,25,Group 45
933,558,Nine trees were planted in twenty parks.,"in total, there are more than nine trees","in total, there are exactly nine trees",B,A,inverse,nine,number,twenty,number,,25,Group 45
934,595,Fourteen songs were written in three days.,the songs were written over the same three days,the songs were not written over the same three days,A,A,inverse,fourteen,number,three,number,,7,Group 11
934,371,Fourteen songs were written in three days.,the songs were written over the same three days,the songs were not written over the same three days,A,A,inverse,fourteen,number,three,number,,25,Group 11
934,398,Fourteen songs were written in three days.,the songs were written over the same three days,the songs were not written over the same three days,A,A,inverse,fourteen,number,three,number,,17,Group 11
934,470,Fourteen songs were written in three days.,the songs were written over the same three days,the songs were not written over the same three days,A,A,inverse,fourteen,number,three,number,,15,Group 11
934,523,Fourteen songs were written in three days.,the songs were written over the same three days,the songs were not written over the same three days,A,A,inverse,fourteen,number,three,number,,14,Group 11
936,368,Ten projects were completed by two teams.,the ten projects were completed by the same two teams,the ten projects were not completed by the same two teams,A,A,inverse,ten,number,two,number,,27,Group 27
936,533,Ten projects were completed by two teams.,the ten projects were completed by the same two teams,the ten projects were not completed by the same two teams,A,A,inverse,ten,number,two,number,,17,Group 27
936,589,Ten projects were completed by two teams.,the ten projects were completed by the same two teams,the ten projects were not completed by the same two teams,A,A,inverse,ten,number,two,number,,12,Group 27
936,427,Ten projects were completed by two teams.,the ten projects were completed by the same two teams,the ten projects were not completed by the same two teams,A,A,inverse,ten,number,two,number,,15,Group 27
936,478,Ten projects were completed by two teams.,the ten projects were completed by the same two teams,the ten projects were not completed by the same two teams,A,A,inverse,ten,number,two,number,,9,Group 27
938,376,Around thirty thousand fans attended six of the concerts.,the six concerts were not all attended by the same thirty thousand fans,the same thirty thousand fans attended each of the six concerts.,A,A,inverse,thirty thousand,number,six,number,,26,Group 2
938,602,Around thirty thousand fans attended six of the concerts.,the six concerts were not all attended by the same thirty thousand fans,the same thirty thousand fans attended each of the six concerts.,A,A,inverse,thirty thousand,number,six,number,,7,Group 2
938,488,Around thirty thousand fans attended six of the concerts.,the six concerts were not all attended by the same thirty thousand fans,the same thirty thousand fans attended each of the six concerts.,A,A,inverse,thirty thousand,number,six,number,,5,Group 2
938,428,Around thirty thousand fans attended six of the concerts.,the six concerts were not all attended by the same thirty thousand fans,the same thirty thousand fans attended each of the six concerts.,A,A,inverse,thirty thousand,number,six,number,,20,Group 2
938,544,Around thirty thousand fans attended six of the concerts.,the six concerts were not all attended by the same thirty thousand fans,the same thirty thousand fans attended each of the six concerts.,A,A,inverse,thirty thousand,number,six,number,,6,Group 2
939,457,Four dogs each have three toys.,there are exactly three toys in total,there are more than three toys in total,B,B,surface,four,number,three,number,,11,Group 43
939,592,Four dogs each have three toys.,there are exactly three toys in total,there are more than three toys in total,B,B,surface,four,number,three,number,,15,Group 43
939,510,Four dogs each have three toys.,there are exactly three toys in total,there are more than three toys in total,B,B,surface,four,number,three,number,,19,Group 43
939,390,Four dogs each have three toys.,there are exactly three toys in total,there are more than three toys in total,B,B,surface,four,number,three,number,,10,Group 43
939,341,Four dogs each have three toys.,there are exactly three toys in total,there are more than three toys in total,B,B,surface,four,number,three,number,,10,Group 43
941,561,Three houses contain five rooms each.,there are exactly five rooms in total,there are more than five rooms in total,B,B,surface,three,number,five,number,,15,Group 51
941,454,Three houses contain five rooms each.,there are exactly five rooms in total,there are more than five rooms in total,B,B,surface,three,number,five,number,,19,Group 51
941,392,Three houses contain five rooms each.,there are exactly five rooms in total,there are more than five rooms in total,B,B,surface,three,number,five,number,,20,Group 51
941,334,Three houses contain five rooms each.,there are exactly five rooms in total,there are more than five rooms in total,B,B,surface,three,number,five,number,,12,Group 51
941,507,Three houses contain five rooms each.,there are exactly five rooms in total,there are more than five rooms in total,B,B,surface,three,number,five,number,,21,Group 51
944,465,Five cars each have three passengers.,there are more than three passengers in total,there are exactly three passengers in total,A,A,surface,five,number,three,number,,21,Group 34
944,577,Five cars each have three passengers.,there are more than three passengers in total,there are exactly three passengers in total,A,A,surface,five,number,three,number,,11,Group 34
944,531,Five cars each have three passengers.,there are more than three passengers in total,there are exactly three passengers in total,B,A,surface,five,number,three,number,,24,Group 34
944,344,Five cars each have three passengers.,there are more than three passengers in total,there are exactly three passengers in total,A,A,surface,five,number,three,number,The logic being there were 5 cars each with three people ,5,Group 34
944,419,Five cars each have three passengers.,there are more than three passengers in total,there are exactly three passengers in total,A,A,surface,five,number,three,number,,26,Group 34
945,564,Six lakes each contain two species of fish.,not all lakes contain the same two species of fish,all lakes contain the same two species of fish,A,A,surface,six,number,two,number,,14,Group 54
945,508,Six lakes each contain two species of fish.,not all lakes contain the same two species of fish,all lakes contain the same two species of fish,A,A,surface,six,number,two,number,,14,Group 54
945,471,Six lakes each contain two species of fish.,not all lakes contain the same two species of fish,all lakes contain the same two species of fish,A,A,surface,six,number,two,number,,25,Group 54
945,402,Six lakes each contain two species of fish.,not all lakes contain the same two species of fish,all lakes contain the same two species of fish,A,A,surface,six,number,two,number,,19,Group 54
945,338,Six lakes each contain two species of fish.,not all lakes contain the same two species of fish,all lakes contain the same two species of fish,A,A,surface,six,number,two,number,,15,Group 54
946,447,"Four chefs - Allen, Brown, Carter, and Davis - each cook in exactly one kitchen.",all four chefs cook in the same kitchen,not all of the four chefs cook in the same kitchen,A,B,surface,four,number,exactly one,number,,15,Group 35
946,509,"Four chefs - Allen, Brown, Carter, and Davis - each cook in exactly one kitchen.",all four chefs cook in the same kitchen,not all of the four chefs cook in the same kitchen,A,B,surface,four,number,exactly one,number,,6,Group 35
946,333,"Four chefs - Allen, Brown, Carter, and Davis - each cook in exactly one kitchen.",all four chefs cook in the same kitchen,not all of the four chefs cook in the same kitchen,A,B,surface,four,number,exactly one,number,,20,Group 35
946,393,"Four chefs - Allen, Brown, Carter, and Davis - each cook in exactly one kitchen.",all four chefs cook in the same kitchen,not all of the four chefs cook in the same kitchen,B,B,surface,four,number,exactly one,number,,14,Group 35
946,560,"Four chefs - Allen, Brown, Carter, and Davis - each cook in exactly one kitchen.",all four chefs cook in the same kitchen,not all of the four chefs cook in the same kitchen,A,B,surface,four,number,exactly one,number,,22,Group 35
947,375,Eight planets each have three moons.,there are exactly three moons in total,there are more than three moons in total,B,B,surface,eight,number,three,number,,25,Group 21
947,600,Eight planets each have three moons.,there are exactly three moons in total,there are more than three moons in total,B,B,surface,eight,number,three,number,,21,Group 21
947,423,Eight planets each have three moons.,there are exactly three moons in total,there are more than three moons in total,A,B,surface,eight,number,three,number,,11,Group 21
947,541,Eight planets each have three moons.,there are exactly three moons in total,there are more than three moons in total,B,B,surface,eight,number,three,number,,25,Group 21
947,487,Eight planets each have three moons.,there are exactly three moons in total,there are more than three moons in total,B,B,surface,eight,number,three,number,,11,Group 21
948,539,Seven birds each lay two eggs.,there are exactly two eggs in total,there are more than two eggs in total,B,B,surface,seven,number,two,number,,10,Group 24
948,599,Seven birds each lay two eggs.,there are exactly two eggs in total,there are more than two eggs in total,B,B,surface,seven,number,two,number,,24,Group 24
948,374,Seven birds each lay two eggs.,there are exactly two eggs in total,there are more than two eggs in total,B,B,surface,seven,number,two,number,,19,Group 24
948,486,Seven birds each lay two eggs.,there are exactly two eggs in total,there are more than two eggs in total,B,B,surface,seven,number,two,number,,11,Group 24
948,418,Seven birds each lay two eggs.,there are exactly two eggs in total,there are more than two eggs in total,B,B,surface,seven,number,two,number,,12,Group 24
949,375,Three teachers each teach four classes.,"in total, more than four classes are taught","in total, only four classes are taught",A,A,surface,three,number,four,number,,9,Group 21
949,600,Three teachers each teach four classes.,"in total, more than four classes are taught","in total, only four classes are taught",A,A,surface,three,number,four,number,,10,Group 21
949,423,Three teachers each teach four classes.,"in total, more than four classes are taught","in total, only four classes are taught",A,A,surface,three,number,four,number,,25,Group 21
949,541,Three teachers each teach four classes.,"in total, more than four classes are taught","in total, only four classes are taught",B,A,surface,three,number,four,number,,10,Group 21
949,487,Three teachers each teach four classes.,"in total, more than four classes are taught","in total, only four classes are taught",A,A,surface,three,number,four,number,,15,Group 21
951,468,One chef cooks five dishes.,a different chef cooks each of the five dishes,the five dishes are cooked by the same chef,B,B,surface,one,number,five,number,,26,Group 16
951,415,One chef cooks five dishes.,a different chef cooks each of the five dishes,the five dishes are cooked by the same chef,B,B,surface,one,number,five,number,,10,Group 16
951,359,One chef cooks five dishes.,a different chef cooks each of the five dishes,the five dishes are cooked by the same chef,B,B,surface,one,number,five,number,,19,Group 16
951,580,One chef cooks five dishes.,a different chef cooks each of the five dishes,the five dishes are cooked by the same chef,B,B,surface,one,number,five,number,,20,Group 16
951,526,One chef cooks five dishes.,a different chef cooks each of the five dishes,the five dishes are cooked by the same chef,B,B,surface,one,number,five,number,,22,Group 16
952,482,"Seven artists - Adams, Baker, Clark, Davis, Evans, Foster, and Green - each paint exactly one of the canvases.",all seven artists paint the same canvas,not all of the seven artists paint the same canvas,B,B,surface,seven,number,exactly one,number,,22,Group 15
952,370,"Seven artists - Adams, Baker, Clark, Davis, Evans, Foster, and Green - each paint exactly one of the canvases.",all seven artists paint the same canvas,not all of the seven artists paint the same canvas,B,B,surface,seven,number,exactly one,number,,9,Group 15
952,431,"Seven artists - Adams, Baker, Clark, Davis, Evans, Foster, and Green - each paint exactly one of the canvases.",all seven artists paint the same canvas,not all of the seven artists paint the same canvas,B,B,surface,seven,number,exactly one,number,,9,Group 15
952,594,"Seven artists - Adams, Baker, Clark, Davis, Evans, Foster, and Green - each paint exactly one of the canvases.",all seven artists paint the same canvas,not all of the seven artists paint the same canvas,B,B,surface,seven,number,exactly one,number,,6,Group 15
952,535,"Seven artists - Adams, Baker, Clark, Davis, Evans, Foster, and Green - each paint exactly one of the canvases.",all seven artists paint the same canvas,not all of the seven artists paint the same canvas,B,B,surface,seven,number,exactly one,number,,24,Group 15
954,343,Four bakers each bake three loaves of bread.,"in total, more than three loaves of bread are baked","in total, only three loaves of bread are baked",A,A,surface,four,number,three,number,,22,Group 46
954,512,Four bakers each bake three loaves of bread.,"in total, more than three loaves of bread are baked","in total, only three loaves of bread are baked",A,A,surface,four,number,three,number,,16,Group 46
954,613,Four bakers each bake three loaves of bread.,"in total, more than three loaves of bread are baked","in total, only three loaves of bread are baked",A,A,surface,four,number,three,number,,11,Group 46
955,443,Two gardeners each plant five trees.,"in total, more than five trees are planted","in total, only five trees are planted",A,A,surface,two,number,five,number,,19,Group 23
955,555,Two gardeners each plant five trees.,"in total, more than five trees are planted","in total, only five trees are planted",A,A,surface,two,number,five,number,,17,Group 23
955,386,Two gardeners each plant five trees.,"in total, more than five trees are planted","in total, only five trees are planted",A,A,surface,two,number,five,number,,9,Group 23
955,611,Two gardeners each plant five trees.,"in total, more than five trees are planted","in total, only five trees are planted",B,A,surface,two,number,five,number,,15,Group 23
955,498,Two gardeners each plant five trees.,"in total, more than five trees are planted","in total, only five trees are planted",A,A,surface,two,number,five,number,,7,Group 23
956,559,One driver drives six cars.,the six cars are driven by the same driver,a different driver drives each of the six cars,A,A,surface,one,number,six,number,,20,Group 28
956,617,One driver drives six cars.,the six cars are driven by the same driver,a different driver drives each of the six cars,A,A,surface,one,number,six,number,,25,Group 28
956,500,One driver drives six cars.,the six cars are driven by the same driver,a different driver drives each of the six cars,A,A,surface,one,number,six,number,,20,Group 28
956,410,One driver drives six cars.,the six cars are driven by the same driver,a different driver drives each of the six cars,A,A,surface,one,number,six,number,,21,Group 28
956,445,One driver drives six cars.,the six cars are driven by the same driver,a different driver drives each of the six cars,A,A,surface,one,number,six,number,,9,Group 28
957,447,"Eight musicians - Allen, Brown, Carter, Davis, Evans, Foster, Green, and Harris - each play exactly one of the instruments.",not all of the eight musicians play the same instrument,all eight musicians play the same instrument,A,A,surface,eight,number,exactly one,number,,19,Group 35
957,509,"Eight musicians - Allen, Brown, Carter, Davis, Evans, Foster, Green, and Harris - each play exactly one of the instruments.",not all of the eight musicians play the same instrument,all eight musicians play the same instrument,A,A,surface,eight,number,exactly one,number,,17,Group 35
957,333,"Eight musicians - Allen, Brown, Carter, Davis, Evans, Foster, Green, and Harris - each play exactly one of the instruments.",not all of the eight musicians play the same instrument,all eight musicians play the same instrument,A,A,surface,eight,number,exactly one,number,They might play the same type of instrument but not the same instrument.,15,Group 35
957,393,"Eight musicians - Allen, Brown, Carter, Davis, Evans, Foster, Green, and Harris - each play exactly one of the instruments.",not all of the eight musicians play the same instrument,all eight musicians play the same instrument,A,A,surface,eight,number,exactly one,number,,24,Group 35
957,560,"Eight musicians - Allen, Brown, Carter, Davis, Evans, Foster, Green, and Harris - each play exactly one of the instruments.",not all of the eight musicians play the same instrument,all eight musicians play the same instrument,A,A,surface,eight,number,exactly one,number,,14,Group 35
958,565,Six lions will feed their four cubs.,there are more than four cubs in total being fed,there are four cubs in total being fed,B,A,surface,six,number,four,number,,26,Group 19
958,446,Six lions will feed their four cubs.,there are more than four cubs in total being fed,there are four cubs in total being fed,A,A,surface,six,number,four,number,,19,Group 19
958,504,Six lions will feed their four cubs.,there are more than four cubs in total being fed,there are four cubs in total being fed,B,A,surface,six,number,four,number,,16,Group 19
958,389,Six lions will feed their four cubs.,there are more than four cubs in total being fed,there are four cubs in total being fed,B,A,surface,six,number,four,number,,26,Group 19
958,345,Six lions will feed their four cubs.,there are more than four cubs in total being fed,there are four cubs in total being fed,B,A,surface,six,number,four,number,,17,Group 19
960,411,Five students submitted two assignments each.,All students submitted the same two assignments,Not all students submitted the same two assignments,B,B,surface,five,number,two,number,,25,Group 42
960,480,Five students submitted two assignments each.,All students submitted the same two assignments,Not all students submitted the same two assignments,B,B,surface,five,number,two,number,,19,Group 42
960,346,Five students submitted two assignments each.,All students submitted the same two assignments,Not all students submitted the same two assignments,B,B,surface,five,number,two,number,,12,Group 42
